"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT755177","hsa","hsa","hsa-miR-3200-5p","ACKR2","0","0","0","0","0","0","0","1","1","1"
"MIRT737760","hsa","hsa","hsa-miR-3200-5p","LUC7L3","0","0","0","0","0","0","0","1","1","1"
"MIRT738010","hsa","hsa","hsa-miR-3200-5p","APC","0","0","0","0","0","0","0","1","1","1"
"MIRT739613","hsa","hsa","hsa-miR-3200-5p","ARHGEF37","0","0","0","0","0","0","0","1","1","1"
"MIRT754508","hsa","hsa","hsa-miR-3200-5p","ADGRF1","0","0","0","0","0","0","0","1","1","1"
"MIRT754749","hsa","hsa","hsa-miR-3200-5p","PLET1","0","0","0","0","0","0","0","1","1","2"
"MIRT452842","hsa","hsa","hsa-miR-3200-5p","","0","0","0","0","1","0","0","0","1","3"
"MIRT695519","hsa","hsa","hsa-miR-3200-5p","ALPI","0","0","0","0","1","0","0","1","2","3"
"MIRT462575","hsa","hsa","hsa-miR-3200-5p","STS","0","0","0","0","1","0","0","1","2","3"
"MIRT619771","hsa","hsa","hsa-miR-3200-5p","C6","0","0","0","0","1","0","0","1","2","3"
"MIRT484459","hsa","hsa","hsa-miR-3200-5p","CAD","0","0","0","0","1","0","0","1","2","3"
"MIRT134829","hsa","hsa","hsa-miR-3200-5p","CCND2","0","0","0","0","1","0","0","1","2","3"
"MIRT689443","hsa","hsa","hsa-miR-3200-5p","CYB561","0","0","0","0","1","0","0","1","2","3"
"MIRT562437","hsa","hsa","hsa-miR-3200-5p","EEF2","0","0","0","0","1","0","0","1","2","3"
"MIRT502192","hsa","hsa","hsa-miR-3200-5p","IGF1R","0","0","0","0","1","0","0","1","2","5"
"MIRT522808","hsa","hsa","hsa-miR-3200-5p","KPNA3","0","0","0","0","1","0","0","1","2","7"
"MIRT543611","hsa","hsa","hsa-miR-3200-5p","MFAP3","0","0","0","0","1","0","0","1","2","3"
"MIRT452103","hsa","hsa","hsa-miR-3200-5p","NUCB2","0","0","0","0","1","0","0","1","2","3"
"MIRT510982","hsa","hsa","hsa-miR-3200-5p","PFN2","0","0","0","0","1","0","0","1","2","7"
"MIRT634426","hsa","hsa","hsa-miR-3200-5p","PHKG2","0","0","0","0","1","0","0","1","2","3"
"MIRT516264","hsa","hsa","hsa-miR-3200-5p","RPL5","0","0","0","0","1","0","0","1","2","7"
"MIRT717791","hsa","hsa","hsa-miR-3200-5p","TGFBR2","0","0","0","0","1","0","0","1","2","3"
"MIRT531421","hsa","hsa","hsa-miR-3200-5p","VEGFC","0","0","0","0","1","0","0","1","2","5"
"MIRT571368","hsa","hsa","hsa-miR-3200-5p","ZNF45","0","0","0","0","1","0","0","1","2","3"
"MIRT513402","hsa","hsa","hsa-miR-3200-5p","PAX8","0","0","0","0","1","0","0","1","2","3"
"MIRT553477","hsa","hsa","hsa-miR-3200-5p","TNFSF9","0","0","0","0","1","0","0","1","2","3"
"MIRT080406","hsa","hsa","hsa-miR-3200-5p","ONECUT2","0","0","0","0","1","0","0","1","2","3"
"MIRT505532","hsa","hsa","hsa-miR-3200-5p","SPATA2","0","0","0","0","1","0","0","1","2","7"
"MIRT725402","hsa","hsa","hsa-miR-3200-5p","LRIG2","0","0","0","0","1","0","0","1","2","3"
"MIRT096938","hsa","hsa","hsa-miR-3200-5p","PAPD7","0","0","0","0","1","0","0","1","2","9"
"MIRT625359","hsa","hsa","hsa-miR-3200-5p","MGLL","0","0","0","0","1","0","0","1","2","3"
"MIRT568053","hsa","hsa","hsa-miR-3200-5p","CHSY1","0","0","0","0","1","0","0","1","2","3"
"MIRT527391","hsa","hsa","hsa-miR-3200-5p","DDHD2","0","0","0","0","1","0","0","1","2","3"
"MIRT444870","hsa","hsa","hsa-miR-3200-5p","TFIP11","0","0","0","0","1","0","0","1","2","3"
"MIRT470399","hsa","hsa","hsa-miR-3200-5p","PPP1R16B","0","0","0","0","1","0","0","1","2","3"
"MIRT465616","hsa","hsa","hsa-miR-3200-5p","TNRC6A","0","0","0","0","1","0","0","1","2","7"
"MIRT693849","hsa","hsa","hsa-miR-3200-5p","ZNF107","0","0","0","0","1","0","0","1","2","3"
"MIRT548833","hsa","hsa","hsa-miR-3200-5p","CHIC1","0","0","0","0","1","0","0","1","2","3"
"MIRT446260","hsa","hsa","hsa-miR-3200-5p","GRAMD1C","0","0","0","0","1","0","0","1","2","3"
"MIRT502047","hsa","hsa","hsa-miR-3200-5p","LAMTOR1","0","0","0","0","1","0","0","1","2","7"
"MIRT467839","hsa","hsa","hsa-miR-3200-5p","SLC25A36","0","0","0","0","1","0","0","1","2","3"
"MIRT255323","hsa","hsa","hsa-miR-3200-5p","CDV3","0","0","0","0","1","0","0","1","2","3"
"MIRT544343","hsa","hsa","hsa-miR-3200-5p","ENAH","0","0","0","0","1","0","0","1","2","3"
"MIRT548802","hsa","hsa","hsa-miR-3200-5p","CLIP4","0","0","0","0","1","0","0","1","2","5"
"MIRT509685","hsa","hsa","hsa-miR-3200-5p","ATAD5","0","0","0","0","1","0","0","1","2","5"
"MIRT696603","hsa","hsa","hsa-miR-3200-5p","ZNF442","0","0","0","0","1","0","0","1","2","3"
"MIRT063696","hsa","hsa","hsa-miR-3200-5p","WDR26","0","0","0","0","1","0","0","1","2","3"
"MIRT531127","hsa","hsa","hsa-miR-3200-5p","CLPB","0","0","0","0","1","0","0","1","2","3"
"MIRT556608","hsa","hsa","hsa-miR-3200-5p","LDOC1L","0","0","0","0","1","0","0","1","2","5"
"MIRT545514","hsa","hsa","hsa-miR-3200-5p","EPT1","0","0","0","0","1","0","0","1","2","3"
"MIRT556440","hsa","hsa","hsa-miR-3200-5p","LONRF1","0","0","0","0","1","0","0","1","2","3"
"MIRT445939","hsa","hsa","hsa-miR-3200-5p","KLHL32","0","0","0","0","1","0","0","1","2","3"
"MIRT459076","hsa","hsa","hsa-miR-3200-5p","WFIKKN2","0","0","0","0","1","0","0","1","2","3"
"MIRT537501","hsa","hsa","hsa-miR-3200-5p","FAM168B","0","0","0","0","1","0","0","1","2","3"
"MIRT570807","hsa","hsa","hsa-miR-3200-5p","CKAP2L","0","0","0","0","1","0","0","1","2","3"
"MIRT550936","hsa","hsa","hsa-miR-3200-5p","ZNF100","0","0","0","0","1","0","0","1","2","3"
"MIRT638399","hsa","hsa","hsa-miR-3200-5p","QSOX2","0","0","0","0","1","0","0","1","2","5"
"MIRT449897","hsa","hsa","hsa-miR-3200-5p","C11orf34","0","0","0","0","1","0","0","0","1","3"
